[2025-03-28 14:55:17] Balance: 29136.95 | Win: true
[2025-03-28 14:55:51] Balance: 28468.95 | Win: true
[2025-03-28 14:55:51] Balance: 28468.95 | Win: true
[2025-03-28 14:55:51] Balance: 28468.95 | Win: true
[2025-03-28 14:55:52] Balance: 28468.95 | Win: true
[2025-03-28 14:55:52] Balance: 28468.95 | Win: true
[2025-03-28 14:55:52] Balance: 28468.95 | Win: true
[2025-03-28 14:55:53] Balance: 28468.95 | Win: true
[2025-03-28 14:55:53] Balance: 28468.95 | Win: true
[2025-03-28 14:55:53] Balance: 28468.95 | Win: true
[2025-03-28 14:55:54] Balance: 28468.95 | Win: true
[2025-03-28 14:55:54] Balance: 28468.95 | Win: true
[2025-03-28 14:55:54] Balance: 28468.95 | Win: true
[2025-03-28 14:55:55] Balance: 28468.95 | Win: true
[2025-03-28 14:55:55] Balance: 28468.95 | Win: true
[2025-03-28 14:55:56] Balance: 28468.95 | Win: true
[2025-03-28 14:55:56] Balance: 28468.95 | Win: true
[2025-03-28 14:55:56] Balance: 28468.95 | Win: true
[2025-03-28 14:55:57] Balance: 28468.95 | Win: true
[2025-03-28 14:55:57] Balance: 28468.95 | Win: true
[2025-03-28 14:55:57] Balance: 28468.95 | Win: true
[2025-03-28 14:55:58] Balance: 28468.95 | Win: true
[2025-03-28 14:55:58] Balance: 28468.95 | Win: true
[2025-03-28 14:55:59] Balance: 28468.95 | Win: true
[2025-03-28 14:56:00] Balance: 28468.95 | Win: true
[2025-03-28 14:56:00] Balance: 28468.95 | Win: true
[2025-03-28 14:56:00] Balance: 28468.95 | Win: true
[2025-03-28 14:56:01] Balance: 28468.95 | Win: true
[2025-03-28 14:56:01] Balance: 28468.95 | Win: true
[2025-03-28 14:56:01] Balance: 28468.95 | Win: true
[2025-03-28 14:56:02] Balance: 28468.95 | Win: true
[2025-03-28 14:56:02] Balance: 28468.95 | Win: true
[2025-03-28 14:56:02] Balance: 28468.95 | Win: true
[2025-03-28 14:56:03] Balance: 28468.95 | Win: true
[2025-03-28 14:56:03] Balance: 28468.95 | Win: true
[2025-03-28 14:56:04] Balance: 28468.95 | Win: true
[2025-03-28 14:56:04] Balance: 28468.95 | Win: true
[2025-03-28 14:56:04] Balance: 28468.95 | Win: true
[2025-03-28 14:56:05] Balance: 28468.95 | Win: true
[2025-03-28 14:56:05] Balance: 28468.95 | Win: true
[2025-03-28 14:56:05] Balance: 28468.95 | Win: true
[2025-03-28 14:56:06] Balance: 28468.95 | Win: true
[2025-03-28 14:56:06] Balance: 28468.95 | Win: true
[2025-03-28 14:56:07] Balance: 28468.95 | Win: true
[2025-03-28 14:56:07] Balance: 28468.95 | Win: true
[2025-03-28 14:56:08] Balance: 28468.95 | Win: true
[2025-03-28 14:56:08] Balance: 28468.95 | Win: true
[2025-03-28 14:56:09] Balance: 28468.95 | Win: true
[2025-03-28 14:56:09] Balance: 28468.95 | Win: true
[2025-03-28 14:56:09] Balance: 28468.95 | Win: true
[2025-03-28 14:56:10] Balance: 28468.95 | Win: true
[2025-03-28 14:56:10] Balance: 28468.95 | Win: true
[2025-03-28 14:56:10] Balance: 28468.95 | Win: true
[2025-03-28 14:56:11] Balance: 28468.95 | Win: true
[2025-03-28 14:56:11] Balance: 28468.95 | Win: true
[2025-03-28 14:56:12] Balance: 28468.95 | Win: true
[2025-03-28 14:56:12] Balance: 28468.95 | Win: true
[2025-03-28 14:56:12] Balance: 28468.95 | Win: true
[2025-03-28 14:56:13] Balance: 28468.95 | Win: true
[2025-03-28 14:56:13] Balance: 28468.95 | Win: true
[2025-03-28 14:56:14] Balance: 28468.95 | Win: true
[2025-03-28 14:56:14] Balance: 28468.95 | Win: true
[2025-03-28 14:56:14] Balance: 28468.95 | Win: true
[2025-03-28 14:56:15] Balance: 28468.95 | Win: true
[2025-03-28 14:56:15] Balance: 28468.95 | Win: true
[2025-03-28 14:56:16] Balance: 28468.95 | Win: true
[2025-03-28 14:56:16] Balance: 28468.95 | Win: true
[2025-03-28 14:56:16] Balance: 28468.95 | Win: true
[2025-03-28 14:56:17] Balance: 28468.95 | Win: true
[2025-03-28 14:56:17] Balance: 28468.95 | Win: true
[2025-03-28 14:56:18] Balance: 28468.95 | Win: true
[2025-03-28 14:56:18] Balance: 28468.95 | Win: true
[2025-03-28 14:56:19] Balance: 28468.95 | Win: true
[2025-03-28 14:56:19] Balance: 28468.95 | Win: true
[2025-03-28 14:56:20] Balance: 28468.95 | Win: true
[2025-03-28 14:56:20] Balance: 28468.95 | Win: true
[2025-03-28 14:56:20] Balance: 28468.95 | Win: true
[2025-03-28 14:56:21] Balance: 28468.95 | Win: true
[2025-03-28 14:56:21] Balance: 28468.95 | Win: true
[2025-03-28 14:56:21] Balance: 28468.95 | Win: true
[2025-03-28 14:56:22] Balance: 28468.95 | Win: true
[2025-03-28 14:56:22] Balance: 28468.95 | Win: true
[2025-03-28 14:56:22] Balance: 28468.95 | Win: true
[2025-03-28 14:56:23] Balance: 28468.95 | Win: true
[2025-03-28 14:56:23] Balance: 28468.95 | Win: true
[2025-03-28 14:56:24] Balance: 28468.95 | Win: true
[2025-03-28 14:56:24] Balance: 28468.95 | Win: true
[2025-03-28 14:56:25] Balance: 28468.95 | Win: true
[2025-03-28 14:56:25] Balance: 28468.95 | Win: true
[2025-03-28 14:56:25] Balance: 28468.95 | Win: true
[2025-03-28 14:56:26] Balance: 28468.95 | Win: true
[2025-03-28 14:56:26] Balance: 28468.95 | Win: true
[2025-03-28 14:56:26] Balance: 28468.95 | Win: true
[2025-03-28 14:56:27] Balance: 28468.95 | Win: true
[2025-03-28 14:56:27] Balance: 28468.95 | Win: true
[2025-03-28 14:56:28] Balance: 28468.95 | Win: true
[2025-03-28 14:56:28] Balance: 28468.95 | Win: true
[2025-03-28 14:56:28] Balance: 28468.95 | Win: true
[2025-03-28 14:56:29] Balance: 28468.95 | Win: true
[2025-03-28 14:56:29] Balance: 28468.95 | Win: true
[2025-03-28 14:56:29] Balance: 28468.95 | Win: true
[2025-03-28 14:56:30] Balance: 28468.95 | Win: true
[2025-03-28 14:56:30] Balance: 28468.95 | Win: true
[2025-03-28 14:56:31] Balance: 28468.95 | Win: true
[2025-03-28 14:56:31] Balance: 28468.95 | Win: true
[2025-03-28 14:56:32] Balance: 28468.95 | Win: true
[2025-03-28 14:56:32] Balance: 28468.95 | Win: true
[2025-03-28 14:56:32] Balance: 28468.95 | Win: true
[2025-03-28 14:56:33] Balance: 28468.95 | Win: true
[2025-03-28 14:56:33] Balance: 28468.95 | Win: true
[2025-03-28 14:56:33] Balance: 28468.95 | Win: true
[2025-03-28 14:56:34] Balance: 28468.95 | Win: true
[2025-03-28 14:56:34] Balance: 28468.95 | Win: true
[2025-03-28 14:56:34] Balance: 28468.95 | Win: true
[2025-03-28 14:56:35] Balance: 28468.95 | Win: true
[2025-03-28 14:56:35] Balance: 28468.95 | Win: true
[2025-03-28 14:56:36] Balance: 28468.95 | Win: true
[2025-03-28 14:56:36] Balance: 28468.95 | Win: true
[2025-03-28 14:56:36] Balance: 28468.95 | Win: true
[2025-03-28 14:56:37] Balance: 28468.95 | Win: true
[2025-03-28 14:56:37] Balance: 28468.95 | Win: true
[2025-03-28 14:56:37] Balance: 28468.95 | Win: true
[2025-03-28 14:56:38] Balance: 28468.95 | Win: true
[2025-03-28 14:56:38] Balance: 28468.95 | Win: true
[2025-03-28 14:56:39] Balance: 28468.95 | Win: true
[2025-03-28 14:56:39] Balance: 28468.95 | Win: true
[2025-03-28 14:56:39] Balance: 28468.95 | Win: true
[2025-03-28 14:56:40] Balance: 28134.95 | Win: false
[2025-03-28 14:56:40] Balance: 28134.95 | Win: true
[2025-03-28 14:56:40] Balance: 28134.95 | Win: true
[2025-03-28 14:56:41] Balance: 28134.95 | Win: true
[2025-03-28 14:56:41] Balance: 28134.95 | Win: true
[2025-03-28 14:56:42] Balance: 28134.95 | Win: true
[2025-03-28 14:56:42] Balance: 28134.95 | Win: true
[2025-03-28 14:56:42] Balance: 28134.95 | Win: true
[2025-03-28 14:56:43] Balance: 28134.95 | Win: true
[2025-03-28 14:56:43] Balance: 28134.95 | Win: true
[2025-03-28 14:56:44] Balance: 28134.95 | Win: true
[2025-03-28 14:56:44] Balance: 28134.95 | Win: true
[2025-03-28 14:56:44] Balance: 28134.95 | Win: true
[2025-03-28 14:56:45] Balance: 28134.95 | Win: true
[2025-03-28 14:56:45] Balance: 28134.95 | Win: true
[2025-03-28 14:56:45] Balance: 28134.95 | Win: true
[2025-03-28 14:56:46] Balance: 28134.95 | Win: true
[2025-03-28 14:56:46] Balance: 28134.95 | Win: true
[2025-03-28 14:56:46] Balance: 28134.95 | Win: true
[2025-03-28 14:56:47] Balance: 28134.95 | Win: true
[2025-03-28 14:56:47] Balance: 28134.95 | Win: true
[2025-03-28 14:56:48] Balance: 28134.95 | Win: true
[2025-03-28 14:56:48] Balance: 28134.95 | Win: true
[2025-03-28 14:56:49] Balance: 28134.95 | Win: true
[2025-03-28 14:56:49] Balance: 28134.95 | Win: true
[2025-03-28 14:56:49] Balance: 28134.95 | Win: true
[2025-03-28 14:56:50] Balance: 28134.95 | Win: true
[2025-03-28 14:56:50] Balance: 28134.95 | Win: true
[2025-03-28 14:56:50] Balance: 28134.95 | Win: true
[2025-03-28 14:56:51] Balance: 28134.95 | Win: true
[2025-03-28 14:56:51] Balance: 28134.95 | Win: true
[2025-03-28 14:56:51] Balance: 28134.95 | Win: true
[2025-03-28 14:56:52] Balance: 28134.95 | Win: true
[2025-03-28 14:56:52] Balance: 28134.95 | Win: true
[2025-03-28 14:56:53] Balance: 28134.95 | Win: true
[2025-03-28 14:56:53] Balance: 28134.95 | Win: true
[2025-03-28 14:56:53] Balance: 28134.95 | Win: true
[2025-03-28 14:56:54] Balance: 28134.95 | Win: true
[2025-03-28 14:56:55] Balance: 28134.95 | Win: true
[2025-03-28 14:56:55] Balance: 28134.95 | Win: true
[2025-03-28 14:56:55] Balance: 28134.95 | Win: true
[2025-03-28 14:56:56] Balance: 28134.95 | Win: true
[2025-03-28 14:58:37] Balance: 28134.95 | Win: true
[2025-03-28 14:58:38] Balance: 28134.95 | Win: true
[2025-03-28 14:58:38] Balance: 28134.95 | Win: true
[2025-03-28 14:58:38] Balance: 28134.95 | Win: true
[2025-03-28 14:58:39] Balance: 28134.95 | Win: true
[2025-03-28 14:58:40] Balance: 28134.95 | Win: true
[2025-03-28 14:58:40] Balance: 28134.95 | Win: true
[2025-03-28 14:58:40] Balance: 28134.95 | Win: true
[2025-03-28 14:58:41] Balance: 28134.95 | Win: true
[2025-03-28 14:58:41] Balance: 28134.95 | Win: true
[2025-03-28 14:58:42] Balance: 28134.95 | Win: true
[2025-03-28 14:58:42] Balance: 28134.95 | Win: true
[2025-03-28 14:58:43] Balance: 28134.95 | Win: true
[2025-03-28 14:58:43] Balance: 28134.95 | Win: true
[2025-03-28 14:58:43] Balance: 28134.95 | Win: true
[2025-03-28 14:58:44] Balance: 28134.95 | Win: true
[2025-03-28 14:58:44] Balance: 28134.95 | Win: true
[2025-03-28 14:58:44] Balance: 28134.95 | Win: true
[2025-03-28 14:58:45] Balance: 28134.95 | Win: true
[2025-03-28 14:58:45] Balance: 28134.95 | Win: true
[2025-03-28 14:58:46] Balance: 28134.95 | Win: true
[2025-03-28 14:58:46] Balance: 28134.95 | Win: true
[2025-03-28 14:58:46] Balance: 28134.95 | Win: true
[2025-03-28 14:58:47] Balance: 28134.95 | Win: true
[2025-03-28 14:58:47] Balance: 28134.95 | Win: true
[2025-03-28 14:58:47] Balance: 28134.95 | Win: true
[2025-03-28 14:58:48] Balance: 28134.95 | Win: true
[2025-03-28 14:58:48] Balance: 28134.95 | Win: true
[2025-03-28 14:58:48] Balance: 28134.95 | Win: true
[2025-03-28 14:58:49] Balance: 28134.95 | Win: true
[2025-03-28 14:58:49] Balance: 28134.95 | Win: true
[2025-03-28 14:58:50] Balance: 28134.95 | Win: true
[2025-03-28 14:58:50] Balance: 28134.95 | Win: true
[2025-03-28 14:58:50] Balance: 28134.95 | Win: true
[2025-03-28 14:58:51] Balance: 28134.95 | Win: true
[2025-03-28 14:58:51] Balance: 28134.95 | Win: true
[2025-03-28 14:58:51] Balance: 28134.95 | Win: true
[2025-03-28 14:58:52] Balance: 28134.95 | Win: true
[2025-03-28 14:58:52] Balance: 28134.95 | Win: true
[2025-03-28 14:58:53] Balance: 28134.95 | Win: true
[2025-03-28 14:58:53] Balance: 28134.95 | Win: true
[2025-03-28 14:58:54] Balance: 28134.95 | Win: true
[2025-03-28 14:58:54] Balance: 28134.95 | Win: true
[2025-03-28 14:59:05] Balance: 28134.95 | Win: true
[2025-03-28 14:59:06] Balance: 28134.95 | Win: true
[2025-03-28 14:59:06] Balance: 28134.95 | Win: true
[2025-03-28 14:59:07] Balance: 28134.95 | Win: true
[2025-03-28 14:59:07] Balance: 28134.95 | Win: true
[2025-03-28 14:59:07] Balance: 28134.95 | Win: true
[2025-03-28 14:59:08] Balance: 28134.95 | Win: true
[2025-03-28 14:59:08] Balance: 28134.95 | Win: true
[2025-03-28 14:59:09] Balance: 28134.95 | Win: true
[2025-03-28 14:59:09] Balance: 28134.95 | Win: true
[2025-03-28 14:59:10] Balance: 28134.95 | Win: true
[2025-03-28 14:59:10] Balance: 28134.95 | Win: true
[2025-03-28 14:59:10] Balance: 28134.95 | Win: true
[2025-03-28 14:59:11] Balance: 28134.95 | Win: true
[2025-03-28 14:59:11] Balance: 28134.95 | Win: true
[2025-03-28 14:59:12] Balance: 28134.95 | Win: true
[2025-03-28 14:59:12] Balance: 28134.95 | Win: true
[2025-03-28 14:59:12] Balance: 28134.95 | Win: true
[2025-03-28 14:59:13] Balance: 28134.95 | Win: true
[2025-03-28 14:59:13] Balance: 28134.95 | Win: true
[2025-03-28 14:59:14] Balance: 28134.95 | Win: true
[2025-03-28 14:59:14] Balance: 27800.95 | Win: false
[2025-03-28 14:59:15] Balance: 27800.95 | Win: true
[2025-03-28 14:59:15] Balance: 27800.95 | Win: true
[2025-03-28 14:59:16] Balance: 27800.95 | Win: true
[2025-03-28 14:59:16] Balance: 27800.95 | Win: true
[2025-03-28 14:59:16] Balance: 27800.95 | Win: true
[2025-03-28 14:59:17] Balance: 27800.95 | Win: true
[2025-03-28 14:59:17] Balance: 27800.95 | Win: true
[2025-03-28 14:59:18] Balance: 27466.95 | Win: false
[2025-03-28 14:59:18] Balance: 27466.95 | Win: true
[2025-03-28 14:59:19] Balance: 27466.95 | Win: true
[2025-03-28 14:59:19] Balance: 27466.95 | Win: true
[2025-03-28 14:59:20] Balance: 27466.95 | Win: true
[2025-03-28 14:59:20] Balance: 27466.95 | Win: true
[2025-03-28 14:59:21] Balance: 27466.95 | Win: true
[2025-03-28 14:59:21] Balance: 27466.95 | Win: true
[2025-03-28 14:59:21] Balance: 27466.95 | Win: true
[2025-03-28 14:59:22] Balance: 27466.95 | Win: true
[2025-03-28 14:59:22] Balance: 27466.95 | Win: true
[2025-03-28 14:59:23] Balance: 27466.95 | Win: true
[2025-03-28 14:59:23] Balance: 27466.95 | Win: true
[2025-03-28 14:59:23] Balance: 27466.95 | Win: true
[2025-03-28 14:59:24] Balance: 27466.95 | Win: true
[2025-03-28 14:59:25] Balance: 27466.95 | Win: true
[2025-03-28 14:59:25] Balance: 27466.95 | Win: true
[2025-03-28 14:59:25] Balance: 27466.95 | Win: true
[2025-03-28 14:59:26] Balance: 27466.95 | Win: true
[2025-03-28 14:59:27] Balance: 27466.95 | Win: true
[2025-03-28 14:59:28] Balance: 27466.95 | Win: true
[2025-03-28 14:59:28] Balance: 27466.95 | Win: true
[2025-03-28 14:59:29] Balance: 27466.95 | Win: true
[2025-03-28 14:59:29] Balance: 27466.95 | Win: true
[2025-03-28 14:59:29] Balance: 27466.95 | Win: true
[2025-03-28 14:59:30] Balance: 27466.95 | Win: true
[2025-03-28 14:59:31] Balance: 27466.95 | Win: true
[2025-03-28 14:59:31] Balance: 27466.95 | Win: true
[2025-03-28 14:59:31] Balance: 27466.95 | Win: true
[2025-03-28 14:59:32] Balance: 27466.95 | Win: true
[2025-03-28 14:59:32] Balance: 27466.95 | Win: true
[2025-03-28 14:59:33] Balance: 27466.95 | Win: true
[2025-03-28 14:59:33] Balance: 27132.95 | Win: false
[2025-03-28 14:59:34] Balance: 27132.95 | Win: true
[2025-03-28 14:59:34] Balance: 27132.95 | Win: true
[2025-03-28 14:59:35] Balance: 27132.95 | Win: true
[2025-03-28 14:59:35] Balance: 27132.95 | Win: true
[2025-03-28 14:59:36] Balance: 27132.95 | Win: true
[2025-03-28 14:59:36] Balance: 27132.95 | Win: true
[2025-03-28 14:59:36] Balance: 27132.95 | Win: true
[2025-03-28 15:00:36] Balance: 27132.95 | Win: true
[2025-03-28 15:00:36] Balance: 27132.95 | Win: true
[2025-03-28 15:00:37] Balance: 27132.95 | Win: true
[2025-03-28 15:00:37] Balance: 27132.95 | Win: true
[2025-03-28 15:00:41] Balance: 27142.95 | Win: true
[2025-03-28 15:00:42] Balance: 27152.95 | Win: true
[2025-03-28 15:00:42] Balance: 27162.95 | Win: true
[2025-03-28 15:00:43] Balance: 27172.95 | Win: true
[2025-03-28 15:00:43] Balance: 27182.95 | Win: true
[2025-03-28 15:00:43] Balance: 26182.95 | Win: false
[2025-03-28 15:00:44] Balance: 26192.95 | Win: true
[2025-03-28 15:00:44] Balance: 26202.95 | Win: true
[2025-03-28 15:00:44] Balance: 26212.95 | Win: true
[2025-03-28 15:00:45] Balance: 26222.95 | Win: true
[2025-03-28 15:00:45] Balance: 26232.95 | Win: true
[2025-03-28 15:01:42] Balance: 26222.95 | Win: false
[2025-03-28 15:01:42] Balance: 26212.95 | Win: false
[2025-03-28 15:01:42] Balance: 26202.95 | Win: false
[2025-03-28 15:01:43] Balance: 26192.95 | Win: false
[2025-03-28 15:01:44] Balance: 26182.95 | Win: false
[2025-03-28 15:01:44] Balance: 26172.95 | Win: false
[2025-03-28 15:01:44] Balance: 26162.95 | Win: false
[2025-03-28 15:01:45] Balance: 26152.95 | Win: false
[2025-03-28 15:01:45] Balance: 26142.95 | Win: false
[2025-03-28 15:01:46] Balance: 26132.95 | Win: false
[2025-03-28 15:01:46] Balance: 26122.95 | Win: false
[2025-03-28 15:01:46] Balance: 26112.95 | Win: false
[2025-03-28 15:01:47] Balance: 26102.95 | Win: false
[2025-03-28 15:01:47] Balance: 26092.95 | Win: false
[2025-03-28 15:01:48] Balance: 26082.95 | Win: false
[2025-03-28 15:01:48] Balance: 26072.95 | Win: false
[2025-03-28 15:01:48] Balance: 26062.95 | Win: false
[2025-03-28 15:01:49] Balance: 26052.95 | Win: false
[2025-03-28 15:01:49] Balance: 26042.95 | Win: false
[2025-03-28 15:01:50] Balance: 26032.95 | Win: false
[2025-03-28 15:01:50] Balance: 26022.95 | Win: false
[2025-03-28 15:01:50] Balance: 26012.95 | Win: false
[2025-03-28 15:01:51] Balance: 26002.95 | Win: false
[2025-03-28 15:01:51] Balance: 25992.95 | Win: false
[2025-03-28 15:01:52] Balance: 25982.95 | Win: false
[2025-03-28 15:01:52] Balance: 25972.95 | Win: false
[2025-03-28 15:01:52] Balance: 25962.95 | Win: false
[2025-03-28 15:01:53] Balance: 25952.95 | Win: false
[2025-03-28 15:01:53] Balance: 25942.95 | Win: false
[2025-03-28 15:01:54] Balance: 25932.95 | Win: false
[2025-03-28 15:01:54] Balance: 25922.95 | Win: false
[2025-03-28 15:01:54] Balance: 25912.95 | Win: false
[2025-03-28 15:01:55] Balance: 25902.95 | Win: false
[2025-03-28 15:01:55] Balance: 25892.95 | Win: false
[2025-03-28 15:01:55] Balance: 25882.95 | Win: false
[2025-03-28 15:01:56] Balance: 25872.95 | Win: false
[2025-03-28 15:01:56] Balance: 25862.95 | Win: false
[2025-03-28 15:01:57] Balance: 25852.95 | Win: false
[2025-03-28 15:01:57] Balance: 25842.95 | Win: false
[2025-03-28 15:01:57] Balance: 25832.95 | Win: false
[2025-03-28 15:01:58] Balance: 25822.95 | Win: false
[2025-03-28 15:01:58] Balance: 25812.95 | Win: false
[2025-03-28 15:01:58] Balance: 25802.95 | Win: false
[2025-03-28 15:01:59] Balance: 25792.95 | Win: false
[2025-03-28 15:01:59] Balance: 25782.95 | Win: false
[2025-03-28 15:02:00] Balance: 25772.95 | Win: false
[2025-03-28 15:02:00] Balance: 25762.95 | Win: false
[2025-03-28 15:02:01] Balance: 25752.95 | Win: false
[2025-03-28 15:02:01] Balance: 25742.95 | Win: false
[2025-03-28 15:02:02] Balance: 25732.95 | Win: false
[2025-03-28 15:02:02] Balance: 25722.95 | Win: false
[2025-03-28 15:02:02] Balance: 25712.95 | Win: false
[2025-03-28 15:02:03] Balance: 25702.95 | Win: false
[2025-03-28 15:02:03] Balance: 25692.95 | Win: false
[2025-03-28 15:02:04] Balance: 25682.95 | Win: false
[2025-03-28 15:02:04] Balance: 25672.95 | Win: false
[2025-03-28 15:02:05] Balance: 25662.95 | Win: false
[2025-03-28 15:02:05] Balance: 25652.95 | Win: false
[2025-03-28 15:02:05] Balance: 25642.95 | Win: false
[2025-03-28 15:02:06] Balance: 25632.95 | Win: false
[2025-03-28 15:02:06] Balance: 25622.95 | Win: false
[2025-03-28 15:02:06] Balance: 25612.95 | Win: false
[2025-03-28 15:02:07] Balance: 25602.95 | Win: false
[2025-03-28 15:02:07] Balance: 25592.95 | Win: false
[2025-03-28 15:02:07] Balance: 25582.95 | Win: false
[2025-03-28 15:02:08] Balance: 25572.95 | Win: false
[2025-03-28 15:02:08] Balance: 25562.95 | Win: false
[2025-03-28 15:02:08] Balance: 25552.95 | Win: false
[2025-03-28 15:02:09] Balance: 25542.95 | Win: false
[2025-03-28 15:02:09] Balance: 25532.95 | Win: false
[2025-03-28 15:02:10] Balance: 25522.95 | Win: false
[2025-03-28 15:02:10] Balance: 25512.95 | Win: false
[2025-03-28 15:02:10] Balance: 25502.95 | Win: false
[2025-03-28 15:02:11] Balance: 25492.95 | Win: false
[2025-03-28 15:02:11] Balance: 25482.95 | Win: false
[2025-03-28 15:02:12] Balance: 25472.95 | Win: false
[2025-03-28 15:02:12] Balance: 25462.95 | Win: false
[2025-03-28 15:02:13] Balance: 25452.95 | Win: false
[2025-03-28 15:02:13] Balance: 25442.95 | Win: false
[2025-03-28 15:02:13] Balance: 25432.95 | Win: false
[2025-03-28 15:02:14] Balance: 25422.95 | Win: false
[2025-03-28 15:02:14] Balance: 25412.95 | Win: false
[2025-03-28 15:02:15] Balance: 25402.95 | Win: false
[2025-03-28 15:02:15] Balance: 25887.95 | Win: true
[2025-03-28 15:02:15] Balance: 25877.95 | Win: false
[2025-03-28 15:02:16] Balance: 25867.95 | Win: false
[2025-03-28 15:02:16] Balance: 25857.95 | Win: false
[2025-03-28 15:02:16] Balance: 25847.95 | Win: false
[2025-03-28 15:02:17] Balance: 25837.95 | Win: false
[2025-03-28 15:02:17] Balance: 25827.95 | Win: false
[2025-03-28 15:02:18] Balance: 25817.95 | Win: false
[2025-03-28 15:02:18] Balance: 25807.95 | Win: false
[2025-03-28 15:02:18] Balance: 25797.95 | Win: false
[2025-03-28 15:02:19] Balance: 25787.95 | Win: false
